,A,C1,Y,C2,C3,C4,X1,X2,X3,X4,C5,C6,X5,X6
1671,0,0,1,0,0,0,0,3,1,2,2.0047921310112313,1.3849415701158851,2.9777245359945708,2.1367433244228495
1672,1,1,0,1,1,3,1,3,1,0,1.6980441796878836,1.924249526081841,2.2313357709177932,0.8803465701646205
1673,0,1,1,2,1,2,0,3,0,0,2.0047921310112313,1.3849415701158851,1.7361130707367876,2.1367433244228495
1674,1,1,0,3,1,1,1,0,1,0,1.6980441796878836,1.8223444890903713,0.34715200748604413,0.8803465701646205
1675,1,1,1,2,1,0,1,1,1,2,1.083587718689387,1.7354906548930304,1.8197482865779997,2.186582783691125
1676,0,1,1,3,0,0,1,1,0,2,2.0047921310112313,1.3849415701158851,-0.2914391230327311,2.1367433244228495
1677,0,0,0,0,1,1,0,1,0,1,0.6608163642526228,1.2166180640599538,1.1198169644755942,2.0160609893233747
1678,1,1,1,2,1,2,0,2,1,0,1.083587718689387,1.7354906548930304,2.264773881252643,2.186582783691125
1679,0,0,0,0,0,3,0,1,1,3,0.9404867954371787,2.4891168893852127,0.6023058857200233,2.0160609893233747
1680,0,0,1,0,0,3,1,3,0,3,2.0047921310112313,1.3849415701158851,1.0252787827275074,2.1131005959320555
1681,1,1,1,2,0,1,1,3,1,2,1.083587718689387,1.7354906548930304,2.701769461023048,2.186582783691125
1682,0,0,0,3,1,2,1,1,1,0,0.32381681862578326,3.12146851694094,2.897009351758324,2.0160609893233747
1683,1,1,0,2,0,2,1,2,1,3,2.268574484397573,4.119628407965951,1.202875995610917,0.8803465701646205
1684,1,1,1,2,1,0,1,1,1,0,1.083587718689387,1.7354906548930304,1.0234268441578742,2.186582783691125
1685,1,0,1,3,0,0,1,3,0,1,1.083587718689387,1.7354906548930304,1.0234268441578742,2.186582783691125
1686,1,0,0,3,0,0,0,0,1,0,1.4239580640319314,2.49071293075101,1.202875995610917,0.8803465701646205
1687,1,1,0,0,0,1,0,2,0,2,1.4239580640319314,1.9873925725047918,1.202875995610917,0.8803465701646205
1688,1,1,1,2,0,2,1,3,1,0,1.083587718689387,1.7354906548930304,1.8953905221199259,2.186582783691125
1689,0,0,0,1,0,2,1,0,0,0,1.8866103779606564,3.66262642868406,-0.5386740009138822,1.314785517267929
1690,0,0,0,1,1,1,0,3,0,3,1.8866103779606564,3.66262642868406,0.3989629609338947,1.01320883694263
1691,1,1,1,0,1,0,0,0,1,1,1.083587718689387,1.7354906548930304,1.4615097866769236,1.03770679077827
1692,1,1,0,2,1,0,0,0,0,0,1.648987722038922,0.36644376556130664,1.3198208605927069,0.8803465701646205
1693,0,0,0,1,1,3,0,2,0,2,1.1628439051567567,2.611921142721136,0.47907500041152407,1.01320883694263
1694,1,1,0,3,0,3,1,2,1,0,1.648987722038922,0.8278030432168113,1.3198208605927069,0.8803465701646205
1695,0,0,0,0,0,2,0,2,0,1,1.1628439051567567,2.236865456276112,2.0321297820850766,1.01320883694263
1696,0,0,0,2,0,2,1,2,0,1,1.1628439051567567,2.236865456276112,0.19122932674225068,1.01320883694263
1697,1,1,0,2,0,0,1,0,0,0,0.8013680619618724,0.7916211445043688,1.539652387785456,0.8803465701646205
1698,0,0,1,0,1,3,0,2,1,2,2.0047921310112313,2.1068174479317454,0.6460543752397423,0.5761939463751662
1699,1,1,1,0,0,0,0,3,0,0,1.083587718689387,1.7354906548930304,2.7851642070626834,2.220584661956784
1700,0,0,0,1,0,2,0,1,1,2,1.2653253470380168,3.2388051058138787,1.7324130688033774,1.01320883694263
1701,1,1,0,0,1,1,0,1,1,1,1.1562985508336543,1.1905263254239142,2.2346890313329726,0.8803465701646205
1702,1,1,1,3,0,3,1,2,1,1,1.083587718689387,1.7354906548930304,2.7851642070626834,2.220584661956784
1703,1,1,0,0,0,0,1,1,0,1,0.5155226970282232,1.1905263254239142,2.2346890313329726,0.8803465701646205
1704,0,0,0,3,1,0,1,3,0,3,1.0894239577750509,1.4291528195289764,1.154689452947609,1.01320883694263
1705,1,0,1,3,1,0,0,3,0,0,1.083587718689387,1.7354906548930304,0.9742989347497691,2.220584661956784
1706,1,1,1,3,0,0,1,3,1,1,1.083587718689387,1.7354906548930304,1.9447646808929946,2.220584661956784
1707,0,0,0,0,1,3,1,2,1,2,-0.0034693988132596942,2.5815764914659365,-0.32128659722881725,1.1338629429559188
1708,0,0,0,3,0,1,0,2,0,2,2.446015258045614,1.211104608968851,1.365391860551101,1.1338629429559188
1709,0,0,0,3,0,3,1,1,1,0,2.446015258045614,1.211104608968851,-0.3750888660456353,1.1338629429559188
1710,0,0,0,0,0,0,0,3,1,0,1.2348546120375243,1.211104608968851,2.3109956308285415,1.1338629429559188
1711,0,0,1,0,0,0,1,1,0,3,1.625533453510851,2.852921998970194,2.62586444233919,0.4773752608380666
1712,0,0,1,0,1,1,0,0,1,2,1.625533453510851,2.852921998970194,2.62586444233919,0.4773752608380666
1713,1,1,1,3,1,0,0,2,1,3,1.083587718689387,1.7354906548930304,0.1264639067975457,2.220584661956784
1714,0,0,0,3,0,3,1,1,1,3,1.1359526899942265,2.0504005370586316,-0.5040429550484204,1.1338629429559188
1715,0,1,1,2,0,1,1,1,1,2,1.625533453510851,2.852921998970194,0.8289514495561687,0.4773752608380666
1716,1,1,1,0,1,0,1,3,1,0,1.083587718689387,1.7354906548930304,2.888075087127783,2.220584661956784
1717,0,0,0,1,1,3,0,3,1,2,1.3013910093253624,1.8651300499064227,0.9705952453619091,1.1338629429559188
1718,0,0,0,1,1,0,1,1,1,0,0.31016774608208886,1.8651300499064227,0.9705952453619091,1.1338629429559188
1719,1,1,0,1,1,3,0,2,1,0,0.34686792979094094,1.5247724787673185,1.4352110565103553,0.8803465701646205
1720,0,0,1,0,1,2,0,3,1,2,1.625533453510851,1.1509046748996328,1.5052030304294421,0.4773752608380666
1721,1,1,0,2,1,3,0,2,0,3,0.42343139878742875,1.9439630179642318,1.4352110565103553,0.8803465701646205
1722,0,0,1,1,1,0,0,0,0,2,1.625533453510851,1.1509046748996328,1.3976288444396845,0.4773752608380666
1723,1,1,0,0,0,1,0,0,1,2,0.42343139878742875,0.7973927341657159,1.4352110565103553,0.8803465701646205
1724,0,0,0,0,0,3,0,3,1,3,0.32135575210693124,1.6017932297817994,3.476666162492701,1.1338629429559188
1725,1,1,1,1,1,2,1,2,1,2,1.083587718689387,1.7354906548930304,2.27136887821395,1.553479677945838
1726,0,0,1,3,1,3,1,0,1,3,1.5139979720145371,1.1509046748996328,1.3965172598104185,0.4773752608380666
1727,1,1,1,1,0,1,1,1,0,1,1.083587718689387,1.7354906548930304,2.8208033107551174,1.553479677945838
1728,0,0,0,2,1,3,1,1,0,1,0.14691532837454702,2.541572654808719,3.1529628761714816,1.1338629429559188
1729,1,0,0,2,1,2,1,0,1,2,0.9752360079858704,4.708013273872928,1.4352110565103553,0.8803465701646205
1730,1,1,1,0,0,1,0,1,1,0,1.083587718689387,1.7354906548930304,1.2731404896111167,1.7511463611633247
1731,0,0,0,3,0,2,0,3,0,1,0.14691532837454702,2.0343868142740202,0.5132117772621196,2.3875358450887663
1732,0,0,1,3,1,2,1,0,1,2,1.5139979720145371,2.1481673921071467,1.7474880173615852,0.4773752608380666
1733,1,1,1,2,1,1,1,3,1,3,1.1792224318238917,1.7354906548930304,0.9593192535385203,1.186115138432335
1734,1,1,0,1,0,1,0,2,0,2,2.994633039976216,-0.5111967789760774,1.4352110565103553,0.8803465701646205
1735,1,0,0,0,1,1,0,2,1,1,3.0247375418772946,4.158183633722605,1.4352110565103553,0.8803465701646205
1736,1,1,0,2,1,3,0,0,1,2,-0.3078201578338473,4.158183633722605,1.4352110565103553,0.8803465701646205
1737,0,0,0,3,1,3,0,1,1,1,0.6050384331729536,1.1694473858960057,0.5961220922132731,2.849542519189144
1738,1,1,0,0,0,0,1,3,1,3,2.301831282327777,4.158183633722605,2.644578814070405,0.8803465701646205
1739,0,0,0,1,1,3,1,2,1,2,0.6050384331729536,2.200983278972275,1.5011167410231487,2.849542519189144
1740,1,1,1,0,1,0,1,3,1,0,1.1792224318238917,1.7354906548930304,1.5650173780246583,1.186115138432335
1741,0,0,1,0,1,1,1,0,0,1,1.302636831988825,2.494507198295186,3.050578161606194,0.4773752608380666
1742,1,1,1,3,0,2,1,0,0,2,1.1792224318238917,1.7354906548930304,1.4463568634522246,1.9702278315170425
1743,1,1,1,1,1,0,1,2,0,2,1.1792224318238917,1.7354906548930304,0.6489163954967936,1.9702278315170425
1744,0,0,0,3,0,3,1,0,0,0,0.8649754431856149,-0.35246512677465525,0.49657641098795513,1.7889854229224778
1745,1,1,1,0,1,0,1,2,0,2,1.1792224318238917,1.7354906548930304,0.6489163954967936,1.9440432109303647
1746,1,0,1,3,1,1,0,0,1,1,1.1792224318238917,1.7354906548930304,0.4856129741448645,1.9440432109303647
1747,0,0,1,1,1,2,0,2,1,0,1.0775181515694463,1.393321065277572,2.6370518870188175,1.9368663994035864
1748,1,1,1,1,0,0,1,1,0,0,1.1792224318238917,1.7354906548930304,1.0827705937625756,1.9440432109303647
1749,0,0,0,0,1,1,1,3,1,1,1.1813218948788669,2.4207181581314647,2.204833888805,1.7889854229224778
1750,1,1,1,3,1,1,1,0,0,1,1.1792224318238917,1.7354906548930304,1.075252913637402,1.9440432109303647
1751,1,1,0,3,0,2,0,0,0,2,0.905057158115379,1.164847866657707,2.644578814070405,0.8803465701646205
1752,0,0,0,3,0,3,0,0,1,3,1.582610417628836,0.7105802150201748,0.8957068759561526,1.7889854229224778
1753,1,1,1,0,1,3,0,3,1,3,1.1792224318238917,1.7354906548930304,1.795578041805293,1.9440432109303647
1754,0,0,0,3,1,3,1,2,1,1,0.630282961380703,0.7105802150201748,1.9205235250280797,2.7119835955955267
1755,0,0,0,3,1,3,0,1,0,3,0.630282961380703,2.4105217668749876,1.9205235250280797,2.7119835955955267
1756,0,0,0,2,0,1,1,2,0,3,0.6596562041603312,2.4105217668749876,3.2471138200643748,2.7119835955955267
1757,1,1,1,0,0,3,1,1,1,3,1.1792224318238917,1.7354906548930304,1.184661196437912,1.1175413471909768
1758,0,0,1,0,0,0,1,1,0,2,0.7592809308778667,1.393321065277572,3.1609455461910296,1.3216419368194523
1759,0,0,1,1,0,2,0,2,0,2,0.7592809308778667,1.393321065277572,-0.4890765730913187,1.3216419368194523
1760,1,0,1,3,1,0,1,0,1,1,1.1792224318238917,1.7354906548930304,1.28468996074924,1.1175413471909768
1761,0,0,1,2,0,2,1,1,1,1,0.7592809308778667,1.393321065277572,2.4017392674087126,1.3216419368194523
1762,0,0,0,2,0,2,0,3,0,3,1.5101885448019334,2.08659441802189,0.7477850391568976,2.7119835955955267
1763,1,1,1,1,1,1,1,2,0,0,1.1792224318238917,1.7354906548930304,0.34422351127980977,1.33196768877178
1764,1,1,1,2,0,0,1,3,0,0,1.1792224318238917,1.7354906548930304,1.3567372590207956,2.2837599806184956
1765,0,0,0,1,1,2,1,1,1,3,0.35056111813799995,1.9305594724754536,0.7477850391568976,2.7119835955955267
1766,0,0,1,1,1,2,1,3,1,3,0.6937690676199448,1.393321065277572,1.559212078063384,1.3216419368194523
1767,0,0,1,0,0,3,0,1,0,0,0.6937690676199448,1.393321065277572,1.559212078063384,1.3216419368194523
1768,1,1,0,1,1,1,1,0,1,1,2.3232579722606785,-0.484199261062388,0.16979060653653022,0.8803465701646205
1769,0,1,1,2,1,2,1,2,0,2,0.6937690676199448,1.393321065277572,1.559212078063384,1.3216419368194523
1770,0,0,1,0,1,3,1,2,0,3,0.7937197783170369,1.393321065277572,0.6747038959567553,1.3216419368194523
1771,1,1,1,3,1,0,0,3,0,2,1.249382251081122,1.7354906548930304,0.9722475737205527,2.2837599806184956
1772,0,0,0,1,0,3,0,0,1,1,0.6007963777748472,0.1637411469144574,0.4126394688237629,2.7119835955955267
1773,1,1,0,1,1,1,1,1,0,1,1.1034627457669757,2.4453111835891668,1.0878326374905525,0.8803465701646205
1774,1,1,1,0,1,3,0,0,1,0,1.249382251081122,1.7354906548930304,1.7540367289560561,2.2940861713833347
1775,0,0,0,0,0,0,1,1,0,0,1.900608285971864,2.7170221785428272,2.868813514704332,2.7119835955955267
1776,0,0,1,2,0,0,0,2,0,2,0.7937197783170369,1.3641065992732173,2.537455467901709,2.288010265025976
1777,0,0,1,3,0,3,0,2,0,2,0.7937197783170369,1.3641065992732173,2.537455467901709,2.288010265025976
1778,0,0,0,3,0,3,0,1,0,0,1.9394264522787517,2.7170221785428272,0.0014041587628566,2.7119835955955267
1779,1,1,1,2,1,0,0,0,0,0,1.249382251081122,1.7354906548930304,-0.0397670623667119,2.2940861713833347
1780,1,0,0,1,1,3,1,1,1,0,1.6985542731060241,1.5373922565330242,1.524189941050306,0.8803465701646205
1781,0,0,0,0,1,0,0,3,0,3,1.280889997540905,2.2707085080089735,1.9478415413905958,2.7119835955955267
1782,1,0,0,0,0,0,0,0,0,1,1.3759147129981355,2.5158894186973826,1.524189941050306,0.8803465701646205
1783,1,0,0,1,0,1,1,3,0,3,1.3759147129981355,0.3489664876503369,1.524189941050306,0.8803465701646205
1784,0,0,0,0,1,0,0,0,0,3,1.0561222118455145,2.0211668028075525,1.835428051841158,2.7119835955955267
1785,1,1,0,1,0,0,0,0,1,2,1.4135068788002445,1.117502751560823,1.524189941050306,0.8803465701646205
1786,0,0,1,0,0,1,1,2,0,1,0.7937197783170369,1.3641065992732173,1.4964223645880494,2.264580265867263
1787,1,1,1,0,0,0,1,2,1,2,1.249382251081122,1.7354906548930304,1.6753244982303985,2.2940861713833347
1788,1,1,1,3,0,3,1,1,0,0,1.249382251081122,1.7354906548930304,1.6753244982303985,2.2940861713833347
1789,0,0,0,3,0,2,0,0,0,3,0.8339758428072661,2.408360790568503,-1.2934641480510092,2.7119835955955267
1790,0,0,0,0,1,0,0,3,0,2,0.8339758428072661,2.408360790568503,2.8821566873953026,2.7119835955955267
1791,1,1,1,3,0,0,0,3,0,1,1.249382251081122,1.7354906548930304,1.0704964694516454,0.8708702624885869
1792,1,1,1,0,0,0,1,0,1,2,1.249382251081122,1.7354906548930304,1.0704964694516454,2.000575213418664
1793,0,0,0,1,0,2,1,1,0,1,0.8339758428072661,1.4421465163625071,3.4048754465695636,2.7119835955955267
1794,1,0,0,2,1,1,0,2,0,2,0.4968934053065135,2.2308412007682135,0.8259235643234488,0.8803465701646205
1795,0,0,1,3,0,1,0,2,0,1,0.45088876434600933,1.3641065992732173,-1.1547495597665343,1.6160093269168598
1796,0,0,0,1,0,0,0,3,1,0,1.647194305004386,2.605799436148395,2.491237246417681,2.7119835955955267
1797,1,1,1,3,1,0,0,1,1,0,1.249382251081122,1.7354906548930304,2.0643775870123187,2.000575213418664
1798,1,1,1,1,0,1,1,3,0,0,1.249382251081122,1.7354906548930304,0.7570128548578796,2.000575213418664
1799,1,1,1,3,1,3,0,3,0,2,1.249382251081122,1.7354906548930304,0.7570128548578796,2.000575213418664
1800,0,0,0,0,1,1,1,3,0,2,0.48359583761010494,2.249253387520043,-0.07200442373851335,2.7119835955955267
1801,1,1,0,2,1,0,1,0,0,3,2.2847213689956654,2.8375234011877426,0.8259235643234488,0.8803465701646205
1802,1,1,1,2,0,3,1,3,0,1,1.249382251081122,1.7354906548930304,2.693266172444046,0.981682569657425
1803,1,1,1,1,1,1,0,3,0,0,1.249382251081122,1.7354906548930304,2.693266172444046,0.981682569657425
1804,0,0,0,0,0,0,1,2,0,0,1.1326232996818255,3.6958393519318338,0.25812121418624057,2.7119835955955267
1805,1,1,0,0,0,3,1,1,1,1,2.881029466292205,0.2367120751382843,0.8259235643234488,0.8803465701646205
1806,0,0,0,2,0,1,0,3,0,3,1.8103162875887049,0.6434153614595788,0.09870315758317627,2.7119835955955267
1807,0,0,1,2,0,1,0,0,0,3,0.3618959764085252,2.0647550098096854,1.3259307875609456,1.6160093269168598
1808,0,0,0,3,0,1,0,2,0,2,0.18358180081092224,0.6434153614595788,0.6275635429808946,2.7119835955955267
1809,0,0,1,0,0,2,0,2,0,0,0.3618959764085252,2.0647550098096854,0.9225389741166525,1.609563015393996
1810,0,0,0,0,1,0,0,0,1,0,-1.0458448690899984,2.510829257970432,1.7891333516334122,2.7119835955955267
1811,1,1,0,3,1,1,0,0,0,2,-0.22872557619714362,1.4050767764830634,2.3550423083173078,0.8803465701646205
1812,0,0,0,0,1,3,1,2,1,3,-1.0458448690899984,2.510829257970432,1.7837265426499833,0.8987619842490462
1813,0,0,1,2,0,3,0,0,1,3,0.3618959764085252,2.0647550098096854,1.1067209915762994,3.1771879984084177
1814,0,0,0,2,0,1,1,0,1,3,2.9055141830291733,2.005333289540025,1.7837265426499833,0.8987619842490462
1815,1,0,0,2,1,0,1,1,0,1,2.365680512710223,2.496046550966595,2.433566230168686,0.8803465701646205
1816,1,0,1,2,1,0,1,0,1,0,1.249382251081122,1.7354906548930304,1.198509247859536,1.0659425018889337
1817,0,1,1,3,1,3,0,2,1,3,1.0948891060665353,2.0647550098096854,1.9454662287843378,3.1771879984084177
1818,0,0,1,2,1,1,1,2,1,2,1.0948891060665353,2.0647550098096854,1.9454662287843378,3.1771879984084177
1819,0,0,1,2,1,2,0,1,1,1,1.0948891060665353,1.9796432683641818,0.7467999903153535,3.1771879984084177
1820,1,1,1,2,1,0,0,2,0,0,1.249382251081122,1.7354906548930304,1.6177615406558787,1.0659425018889337
1821,1,0,0,1,0,2,0,2,1,1,2.6014483506823667,-0.16082727037066302,0.15487726565668947,0.8803465701646205
1822,0,0,0,3,1,0,1,1,1,1,0.9708410419955434,2.670038360604185,-0.45812131037591275,0.8987619842490462
1823,1,1,1,1,0,0,0,1,1,0,1.249382251081122,1.7354906548930304,0.9851900401447939,1.1523048147850226
1824,1,0,0,3,1,2,1,2,1,3,0.8591413321564716,0.8784634003627465,0.15487726565668947,0.8803465701646205
1825,0,0,0,1,0,0,1,1,0,2,-0.653090703929578,1.5845327269014475,2.2809800349630214,0.8987619842490462
1826,1,1,1,2,1,2,1,3,1,2,1.249382251081122,1.7354906548930304,2.516369455506763,1.1523048147850226
1827,1,1,0,3,0,1,0,1,1,2,0.9817968730985743,2.40662680866938,0.15487726565668947,0.8803465701646205
1828,0,0,0,2,1,3,0,0,0,3,0.5622077647565769,0.7773256874521806,0.8003358681817487,0.8987619842490462
1829,1,1,0,3,1,3,1,1,1,1,0.20732883163815885,-0.4947237452855533,0.15487726565668947,0.8803465701646205
1830,0,0,1,1,1,0,0,2,1,3,-0.4131866405083213,1.9796432683641818,2.5424169584352754,0.9133359890199348
1831,1,1,1,2,0,0,1,1,0,1,1.249382251081122,1.7354906548930304,0.3662317809905833,1.1523048147850226
1832,0,0,0,1,0,0,0,0,1,1,0.11749425555092596,2.1758684839411666,-0.039768406421899605,0.8987619842490462
1833,0,0,1,0,0,0,1,1,0,3,-0.4131866405083213,1.9796432683641818,-0.9611132437488825,0.9133359890199348
1834,1,1,0,3,1,2,1,3,0,2,0.8050073083475522,0.884563782198247,0.15487726565668947,0.8803465701646205
1835,1,1,1,1,1,0,0,3,1,2,1.249382251081122,1.7354906548930304,2.742239614235216,1.1523048147850226
1836,1,0,0,3,1,0,1,1,1,3,0.8050073083475522,0.2917003720174387,0.15487726565668947,0.8803465701646205
1837,0,1,0,2,0,0,1,1,1,3,0.36308437468135213,0.620036913568653,2.016865444375699,0.8987619842490462
1838,0,0,0,0,1,0,0,3,0,1,0.36308437468135213,0.620036913568653,2.016865444375699,0.8987619842490462
1839,1,1,0,3,0,1,1,3,1,3,1.129171895908385,2.5194782001132054,0.15487726565668947,0.8803465701646205
1840,0,0,0,2,0,2,0,2,0,1,1.0285562681775668,0.620036913568653,2.016865444375699,0.8987619842490462
1841,1,1,0,0,1,1,1,3,0,0,0.7143860771251718,2.7070133581307436,0.15487726565668947,0.8803465701646205
1842,1,1,1,0,1,3,1,3,1,0,1.249382251081122,1.7354906548930304,-0.5145426951544079,1.1523048147850226
1843,1,1,0,1,0,1,0,1,1,0,0.8234809369196889,3.6196923349805905,0.15487726565668947,0.8803465701646205
1844,0,0,1,1,1,3,1,0,0,1,-0.4131866405083213,1.2484035057419973,0.2582593645178588,1.8860743504021626
1845,1,1,0,2,0,3,1,1,1,3,0.8234809369196889,3.6196923349805905,0.15487726565668947,0.8803465701646205
1846,0,0,0,2,1,3,0,0,0,1,0.37329728936250106,3.1549778895009952,3.876022371098236,0.8987619842490462
1847,1,1,1,0,1,3,1,3,1,2,1.249382251081122,1.7354906548930304,1.9167178654151131,1.1523048147850226
1848,0,0,0,0,0,0,0,3,0,2,0.37329728936250106,0.8439661456448913,0.5158816404547282,0.8987619842490462
1849,0,1,1,3,1,3,0,0,0,1,-0.4131866405083213,1.2484035057419973,1.1924358068964325,1.5409864627054959
1850,1,1,1,3,0,2,1,3,1,1,1.249382251081122,1.7354906548930304,1.2058453746519855,1.239657483649753
1851,0,0,0,1,1,3,0,1,0,3,0.3650051619165926,-0.13423115846201572,0.2252043729678781,0.8987619842490462
1852,1,1,0,0,0,0,1,2,1,0,0.9369862788470549,1.3576564371820612,0.15487726565668947,0.8803465701646205
1853,0,0,0,0,0,2,0,0,1,0,0.8311551047399293,3.974991480555385,1.6485061708223732,0.8987619842490462
1854,0,0,0,2,0,2,0,1,0,3,0.8311551047399293,0.8490998557896083,1.3039261404345845,0.8987619842490462
1855,0,0,0,0,0,3,0,0,1,0,1.4126051966244038,0.23212891985232753,1.1210035947643882,0.8987619842490462
1856,1,1,1,2,0,1,1,2,1,0,1.249382251081122,1.7354906548930304,2.2516623653348042,2.670605137083758
1857,0,1,0,3,0,1,0,1,1,3,1.051851839061805,2.196589469858041,2.0806777632390023,0.8987619842490462
1858,0,0,1,0,0,3,1,2,1,0,-0.4131866405083213,1.2484035057419973,0.058855367087948585,2.1927635874825278
1859,0,0,1,0,0,2,0,3,1,1,-0.4131866405083213,1.2484035057419973,2.3107836150009664,2.1927635874825278
1860,0,0,0,1,1,1,1,3,0,3,0.873346950274267,1.6121090436102699,1.9041335734260434,0.8987619842490462
1861,1,1,1,2,1,2,1,3,0,0,1.249382251081122,1.7354906548930304,1.2616311888899918,2.670605137083758
1862,0,1,1,1,1,3,1,3,0,1,-0.4131866405083213,1.2484035057419973,0.932285997481284,2.1819769843260013
1863,1,0,1,0,0,3,1,2,0,1,1.249382251081122,1.7354906548930304,1.2174895524033875,2.670605137083758
1864,0,1,0,1,1,2,0,1,0,1,0.873346950274267,1.199778757831541,2.2397114177400725,0.8987619842490462
1865,0,0,0,0,1,0,0,0,1,1,0.873346950274267,1.199778757831541,0.8652795602016072,0.8987619842490462
1866,1,0,0,3,0,0,1,1,0,1,0.5140068810463658,1.0172689665469559,0.15487726565668947,0.8803465701646205
1867,0,0,1,0,0,1,0,2,1,0,-0.4131866405083213,2.572044748074693,2.399926069518874,2.1819769843260013
1868,0,0,0,0,1,3,1,2,0,1,-0.48505546970339597,0.9258791622328582,0.4269974142998729,0.8987619842490462
1869,1,1,0,1,0,3,0,1,1,2,0.6524678725195965,2.096038652829823,0.15487726565668947,0.8803465701646205
1870,1,1,1,3,0,1,0,3,1,3,1.249382251081122,1.7354906548930304,2.634978924392658,2.670605137083758
1871,1,1,0,3,0,2,1,3,0,1,0.30361817610882036,0.016071790115743223,0.15487726565668947,0.8803465701646205
1872,1,1,0,0,0,1,0,2,1,2,0.30361817610882036,0.016071790115743223,0.15487726565668947,0.8803465701646205
1873,1,1,1,1,0,0,0,2,1,0,1.249382251081122,1.7354906548930304,0.9471235564226761,2.670605137083758
1874,0,1,0,1,1,3,1,1,1,1,0.7059812587651553,-0.17716843176339037,1.8763512536828275,0.8987619842490462
1875,1,1,0,2,1,1,0,0,1,3,0.6779790224951439,1.6416925448456672,0.15487726565668947,0.8803465701646205
1876,0,0,0,3,1,3,1,2,0,3,0.5320204332635738,-0.17716843176339037,1.191082378297656,0.8987619842490462
1877,0,1,0,1,1,2,1,3,0,0,2.998954452322346,-0.17716843176339037,2.3510997466002514,0.8987619842490462
1878,1,0,0,3,0,1,0,3,1,1,-0.10058441281442354,2.02773529024903,0.15487726565668947,0.8803465701646205
1879,0,0,1,2,1,2,0,2,1,2,-0.4131866405083213,2.572044748074693,1.5407086248233552,1.351469867381653
1880,0,0,1,0,0,1,0,3,0,2,-0.4131866405083213,2.572044748074693,2.178576972231879,1.351469867381653
1881,0,1,0,1,0,3,0,0,0,1,1.5986957727991442,0.2768656730190284,0.9744106935768815,0.8987619842490462
1882,0,0,1,0,1,1,1,0,0,3,-0.4131866405083213,2.572044748074693,0.16950878266697655,1.351469867381653
1883,0,0,1,0,1,3,1,0,1,0,-0.4131866405083213,1.9925744378947483,0.16950878266697655,1.351469867381653
1884,0,0,1,1,0,2,1,1,1,1,-0.4131866405083213,1.2826864637297044,0.16950878266697655,1.351469867381653
1885,0,0,0,2,1,1,0,0,1,1,0.33178381667349766,-0.2725776676799212,1.2546936552649,0.8987619842490462
1886,0,0,1,2,1,2,1,2,0,2,-0.4131866405083213,1.2826864637297044,2.2505580077268568,1.351469867381653
1887,0,0,0,0,0,2,0,2,0,3,2.1226539118206,0.8709664133273014,-0.8808957111818174,0.8987619842490462
1888,0,0,0,1,1,1,1,2,1,0,2.1226539118206,2.9752726431803085,-0.8808957111818174,0.8987619842490462
1889,1,0,1,2,0,0,0,2,0,3,1.249382251081122,1.7354906548930304,1.408130314741203,2.670605137083758
1890,1,0,1,0,1,1,1,3,1,3,1.249382251081122,1.7354906548930304,2.099641162100401,2.670605137083758
1891,0,1,1,3,0,1,1,3,1,0,-0.4131866405083213,1.2826864637297044,0.46896270396429696,2.168396272314486
1892,1,1,0,1,0,2,0,3,1,0,1.0343124814530185,3.121238466024575,0.15487726565668947,0.8803465701646205
1893,0,0,0,3,1,0,0,3,1,1,-1.363971935198621,2.6350635110401326,1.1008430480254923,0.8987619842490462
1894,1,1,1,0,1,0,1,3,1,2,1.249382251081122,1.7354906548930304,2.357119388757857,2.670605137083758
1895,1,0,0,3,0,1,1,1,0,2,0.16421940879226526,3.121238466024575,0.15487726565668947,0.8803465701646205
1896,1,1,1,0,0,3,0,3,0,1,1.249382251081122,1.7354906548930304,2.6762480562591344,2.670605137083758
1897,0,0,0,2,1,3,0,2,1,3,1.6993167367349185,3.131731334254589,1.6576285881936434,0.8987619842490462
1898,0,0,1,2,0,0,0,1,1,2,-0.4131866405083213,1.2826864637297044,0.33886077285487437,0.7880759957683705
1899,0,0,0,3,0,1,1,1,1,0,0.22958598938962438,-0.12079041759042797,1.6576285881936434,0.8987619842490462
1900,0,1,0,3,1,2,0,3,1,3,0.22958598938962438,2.4422507599171706,1.648328944632275,0.8987619842490462
1901,1,1,1,1,1,0,1,2,0,0,1.249382251081122,1.7354906548930304,-0.5607903089473718,2.670605137083758
1902,1,1,1,3,1,0,0,2,0,2,1.249382251081122,1.7354906548930304,-0.5607903089473718,2.670605137083758
1903,0,0,0,2,1,3,1,2,0,3,0.38274644806056046,2.4422507599171706,1.648328944632275,0.8987619842490462
1904,0,0,1,0,0,3,0,2,1,0,-0.4131866405083213,1.2826864637297044,2.18129967203328,0.7880759957683705
1905,0,0,1,3,1,1,1,2,1,0,-0.4131866405083213,1.2826864637297044,1.9719266098963213,0.7880759957683705
1906,1,0,0,2,0,2,0,0,0,3,1.1879179599925724,2.461707453920236,1.4012700718683586,2.2004837167518634
1907,1,1,0,0,0,3,0,2,1,2,1.1879179599925724,0.8703119172351126,1.4012700718683586,2.2004837167518634
1908,0,1,1,2,0,3,0,1,1,0,-0.4131866405083213,1.2826864637297044,1.9719266098963213,0.7880759957683705
1909,0,0,0,0,0,1,0,1,1,1,0.38274644806056046,2.319696271618004,-0.6515229948632668,0.8987619842490462
